1989,0
1990,0
1991,0
1992,0
1993,0
1994,0
1995,0
1996,0
1997,0
1998,0
1999,0
2000,0
2001,0
2002,0
2003,0
2004,158
2005,967
2006,1416
2007,1122
2008,1984
2009,1937
2010,1912
2011,1333
2012,1223
